 , ,S1,S2,S3,S4,V,L,PRAC DRILL,PLAY #,QB,HASH,FPOS,DN,DIST,PERSON,OFF FORM,MOTION,OFF PLAY,OVO CONCEPT,JERSEY #,OVO RESULT,PLAY CALL,R/P,GAIN,REC#,PLAY RESULT,FORM FAM,FIB,BLITZ,FRONT,RUSHERS,STUNT,COVERAGE,DFE TEAM,OFF TEAM,TAPE LABELS
954, , , , , , , , ,45,16,R,13,3,1,12,TEMPO (DEUCE), ,CHEESE,CHEESE,16,R, ,R,1, , ,QB SNEAK, , ,CHEESE, , ,0 SY,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.045
955, , , , , , , , ,25,12,L,1,1,1,HVY,TEMPO, ,CHEESE,CHEESE,12,R, ,R,0, , ,QB SNEAK, , ,CHEESE,6, ,0 SY,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.025
956, , , , , , , , ,50,16,L,1,2,1,12,DOOR, ,CHEESE,CHEESE,16,R, ,R,0, , ,DBL, , , , , ,0 SY,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.050
957, , , , , , , , ,9, , , , , ,11,TEMPO, ,CHEESE,CHEESE, , , ,R, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.009
958, , , , , , , , ,12, , , , , ,11,TEMPO, ,CHEESE,CHEESE, , , ,R, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.012
959, , , , , , , , ,31, , , , , ,11,TEMPO, ,CHEESE,CHEESE, , , ,R, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.031
960, , , , , , , , ,32, , , , , ,11,TEMPO, ,CHEESE,CHEESE, , , ,R, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.032
961, , , , , , , , ,58, , , , , ,11,TEMPO, ,CHEESE,CHEESE, , , ,R, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.058
962, , , , , , , , ,14,16,L,39,2,8,10,PLN FLX,H MV,62 CHICAGO Z IN,CHICAGO,17,C+, ,P,8, , ,PLN FLX, , ,RUSH,5, ,6 INV,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.014
964, , , , , , , , ,11,16,R,-48,3,6,11,ERLY FLX FAR, ,63 CHICAGO COP,CHICAGO/COP,16,SCR, ,R,1, , ,ERLY FLX, , ,OVR G,4,TEXAS EN DELAY,3 CLD,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.011
965, , , , , , , , ,15,16,R,12,1,10,THICK,ERLY OFF BCH, ,COCAINE RT,COCAINE,2,R, ,R,4, , , , , ,OVR G STK,4, ,6,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.015
966, , , , , , , , ,50,14,L,-30,2,8,11,ERLY FLX, ,65 COLT Z STUTTER,COLT/STUTTER,2,INC, ,P,0, , , , , ,OVR G,4,TON,6 FLD POACH,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.050
967, , , , , , , , ,17,16,R,8,3,6,11,SLT FLX, ,64 COLT Z WHIP,COLT/WHIP,11,CGRT, ,P,2, , , , , ,UND G MO,4, ,4 POACH,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.017
968, , , , , , , , ,34,14,L,21,3,10,11,ERLY FLX, ,63 COLT Y BITE X STUTTER,COLT/Y/BITE,1,SCR, ,P,10, , ,ERLY FLX, ,BEAR, ,0,6, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.034
969, , , , , , , , ,64,14,L,-29,3,8,11,ERLY FLX, ,65 COLT Y BITE,COLT/Y/BITE,6,INC, ,P,0, , ,ERLY FLX, ,M@C,UND SLIDE, , ,3 BUZZ FZ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.064
971, , , , , , , , ,51,16,R,47,2,9,11,SLT FLX, ,64 COLT H COP,COLT/Y/COP,2,INC, ,P,0, , ,TRK FLX, , ,OVR G,4,TAE N ANGLE,3 FLD CLD,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.051
972, , , , , , , , ,80,14,L,40,3,6,11,PLN FLX, ,63 COPPERHEAD GUCCI,COPPERHEAD/GUCCI,5,SACK, ,P,-10, ,SACK,PLN FLX,N, ,OGW, ,"FTE, BET",11,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.080
973, , , , , , , , ,10,16,L,-17,2,5,11,TEMPO,Z FLY,SHERIFF,COWBOY/SHERIFF,11,INC, ,P,0, , ,TRK FLX CLSTR, , ,UND G, , ,4 POACH,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.010
974, , , , , , , , ,50,16,R,-19,1,10,11,TEMPO, ,COWBOY,COWBOY/SHERIFF,3,C, ,P,-2, , ,BCH 3X1, , ,UND G, , ,4 POACH,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.050
975, , , , , , , ,95 BULL,5,16,R,-38,2,8,11,AIR OFF, ,+65 HALT H CROSS Z COP,CROSS/COP,38,C, ,P,1, ,C,PLN OFF,N, ,UNDER G WINK, , ,3 WK FZ,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.005
976, , , , , , , , ,21,14, ,-40,2,12,HCKY,AIR FLX BCH,ROPE,56 Y CROSS LAVA,CROSS/LAVA,14,R++5, ,P,59, , , , , ,ODD, , ,0 ROBBER,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.021
977, , , , , , , , ,34,14,L,-22,3,9,10,AIR FLX BCH, ,66 Y CROSS LAVA,CROSS/LAVA,9,D, ,P,0, , ,BCH 2X2, , ,BEAR 1,5,NEAR PIRATE E LOOP,1,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.034
978, , , , , , , , ,19,14,R,-39,3,10,11,PLN FLX BCH, ,67 Y CROSS H SLAM,CROSS/SLAM,4,INC, ,P,0, , , , , ,ODD WM SHOW, , ,2 ROBBER,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.019
979, , , , , , , , ,6,14,R,35,1,10,11,AIR OFF,Y MO,+67 H CROSS Z SLAM,CROSS/SLAM,11,INC, ,P,0, , , , , ,UND, , ,4,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.006
980, , , , , , , , ,38,16,R,38,3,10,10,AIR FLX, ,67 SLAM H CROSS,CROSS/SLAM,16,TIMEOUT, ,X,0, , ,PLN FLX, , ,OVERLOAD, , , ,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.038
981, , , , , , , , ,2,14,L,47,2,6,11,PLN FLX FAR, ,66 H CROSS SLAM,CROSS/SLAM,4,SACK, ,P,-1, , ,PLN FLX, ,M@C,RUSH, , ,3 CLD ZD,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.002
982, , , , , , , , ,19,14, ,23,1,10,11,TRK FLX BCH, ,SUGAR (66 Y CROSS H VENOM),CROSS/VENOM,11,C+++2, ,P,23, , , , , ,ODD, , ,2 ROBBER ZD,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.019
983, , , , , , , , ,50,14,L,35,5,4,11,TRK FLX BCH, ,66 Y CROSS VENOM,CROSS/VENOM,5,INC, ,P,0, , ,BCH 3X1, ,M@B,UND, , ,3 BUZZ FZ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.050
984, , , , , , , , ,5,14, ,-22,2,13,11,PLN FLO, ,+63 Z CROSS Y VIPER,CROSS/VIPER,5,CGRT+++2, ,P,26, , , , , ,ODD, , ,6 CONE,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.005
985, , , , , , , , ,19,14,R,39,1,10,11,AIR FL, ,+62 X CROSS Y VIPER,CROSS/VIPER,6,SCR, ,P,7, , , , , ,OVR TITE 9, , ,4 POACH,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.019
986, , , , , , , , ,32,14,L,39,1,5,11,ERLY FLX, , ,DANCER,3,CGRT++2, ,P,32, , ,ERLY FLX, , ,ODD SH R SHOW,3, ,2 TAMPA,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.032
987, , , , , , , , ,15,14,R,-36,1,10,11,LATE FLX, ,64 DANCER,DANCER,11,INC, ,P,0, ,I,ERLY FLX,N, ,UGW, , ,4 POACH,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.015
988, , , , , , , , ,72,14,R,40,3,7,10,LATE FLX, ,64 DANCER Z CBK,DANCER/CBK,11,CGRT, ,P,12, , , , , ,UND G MO,4,NOT,3 WK,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.072
989, , , , , , , , ,48,14,L,11,1,10,11,ERLY FLX, ,65 DANCER X CBK,DANCER/CBK,11,CGRT++2, ,P,11, , , , , ,UND G,4, ,4 POACH,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.048
991, , , , , , , , ,26,16,R,43,3,12,10,LATE FLX, ,64 DANCER Z CBK,DANCER/CBK,2,C+, ,P,5, , ,ERLY FLX, , ,OVR G,4, ,3 CLD,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.026
992, , , , , , , , ,71,14,R,40,2,7,11,LATE FLX, ,64 DANCER X CBK,DANCER/CBK,26,INC, ,P,0, , , , , ,UND G MO,4, ,6,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.071
993, , , , , , , , ,46,14,L,38,1,10,11,ERLY FLX, ,65 DANCER X CBK,DANCER/CBK,5,SACK, ,P,-3, , , , , ,UND G  +,4,NOT,3 CLD,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.046
994, , , , , , , , ,22,18,R,-36,1,10,11,AIR FL,X MV,68 DANCER Y CRNR,DANCER/CRNR,11,INT, ,P,0, , ,PLN FLO, , ,CUB STK MO,3,SLANT,3 CLD,HAMPTON,RICHMOND,23 0565 09-30-2023 VAHI O @ VARI.022
995, , , , , , , , ,50, , , , , ,10,LATE FLX, ,68 DANCER Z RUNBACK,DANCER/RUNBACK, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.050
996, , , , , , , , ,40,14,M,-35,1,10,HCKY,ERLY FLX PLUTO, ,50 DANCER T SHALLOW,DANCER/SHALLOW,3,CGRT++20, ,P,25, ,C,EMPTY,N, ,E2I, ,NT,3 BUZZ,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.040
997, , , , , , , , ,3,14,R,48,3,7,11,AIR FL, ,61 DANCER H STOP,DANCER/STOP,5,CGRT, ,P,8, , ,PLN FLO, ,WM EDGE,SPLIT 9, , ,1,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.003
998, , , , , , , , ,3,14, ,-25,3,10,10,ERLY FLX, ,65 DANCER SWAP,DANCER/SWAP,11,INC, ,P,0, , , , , ,ODD UP, , ,2 MAN,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.003
999, , , , , , , , ,5,16,L,-18,2,12,11,TEMPO, ,DASH RT,DASH,81,DPI, ,P,15, , , , , ,OVR G,4, ,4 POACH,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.005
1000, , , , , , , , ,13,14,L,-25,0,10,11,TEMPO, ,DASH RT,DASH,8,C+, ,P,12, ,C,PLN OFF,N, ,UW, , ,31,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.013
1001, , , , , , , , ,5,14,L,-25,2,10,11,TEMPO, ,DASH RT,DASH,81,C+, ,P,11, , ,PLN OFF, , ,RUSH,4, ,4 POACH,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.005
1002, , , , , , , , ,1,16,L,-47,1,10,11,TEMPO, ,DASH RT,DASH,2,C+, ,P,10, , ,PLN OFF, , ,RUSH,4,SPIKE,3 FZ,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.001
1003, , , , , , , , ,24,14,L,-10,2,13,11,TEMPO, ,DASH RT,DASH,81,C+, ,P,9, , ,PLN OFF, ,W2,UND G,4,E DROP,2 ROBBER,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.024
1004, , , , , , , , ,68,14,L,39,1,10,11,TEMPO, ,DASH RT,DASH,5,CGRT, ,P,8, , , , , ,OVR 9, , ,1,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.068
1005, , , , , , , , ,52,14,L,-25,1,10,11,TEMPO, ,DASH RT,DASH,81,C, ,P,4, , , , , ,OVR G,4,TON,3 STR,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.052
1006, , , , , , , , ,63,14,L,-29,2,8,11,TEMPO, ,DASH RT,DASH,4,INC, ,P,0, , ,PLN OFF, ,OVR, , ,4 POACH, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.063
1008, , , , , , , , ,29,16,M,25,2,10,10,PLN FLX, ,66 DBL BOW,DBL BOW,4,CGRT, ,P,12, , ,PLN FLX, ,SAW (SW),OVR 61,6, ,0,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.029
1009, , , , , , , , ,74,14,L,-30,2,9,11,PLN FLX, ,66 DBL BOW,DBL BOW,11,SCR, ,P,10, ,SCR,PLN FLX,N, ,OGW, ,FTE,3 CLD,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.074
1010, , , , , , , , ,10,16,L,23,3,23,10,PLN FLX, ,66 DBL BOW,DBL BOW,5,D, ,P,0, , ,PLN FLX, , ,RUSH,3,R DROP,4,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.010
1011, , , , , , , , ,6,18,M,-20,3,10,10,AIR FLX, ,67 DBL BOW,DBL BOW,11,D, ,P,0, , ,PLN FLX, ,W2,ODD,4, ,2 ROBBER,HAMPTON,RICHMOND,23 0565 09-30-2023 VAHI O @ VARI.006
1012, , , , , , , , ,29,14,L,36,3,8,HCKY,PLN FLX FAR PLANET,T MV,50 DBL BOW T PIPE,DBL BOW/PIPE,3,CGRT, ,P,9, , , , , ,RUSH, , ,3 STR,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.029
1013, , , , , , , , ,24,14,R,41,0,10,HCKY,AIR FLX FAR, ,51 DBL BOW T PIPE,DBL BOW/PIPE,4,INC, ,P,0, , ,PLN FLX FAR, , ,OVR G, , ,4,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.024
1014, , , , , , , , ,6,16,L,-39,3,7,11,AIR FLX, ,67 DBL BOW VIPER,DBL BOW/VIPER,11,INC, ,P,0, ,I,PLN FLX,N, ,UNDER WINK, ,BND SLANT,3 FLD CLD,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.006
1015, , , , , , , , ,3,14,L,-26,3,4,11,AIR FLX, ,60 DBL STOPS,DBL STOP,1,C, ,P,5, , ,PLN FLX, ,BEAR, , ,6, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.003
1016, , , , , , , , ,11,16,R,-45,1,5,12,DEUCE, ,DELTA Z ANGLE,DELTA/ANGLE,4,SCR, ,P,4, , ,DEUCE, , , , , ,DBL CUT,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.011
1017, , , , , , , , ,1,16,L,-25,1,10,THICK,DOOR KING,X MV,DELTA CBK STUTTER,DELTA/CBK/STUTTER,16,SACK, ,P,-9, , , , ,W1,UND G,5, ,3 WK ZD,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.001
1018, , , , , , , , ,2,16,R,-31,2,9,11,LATE OFF, ,DELTA H CROSS,DELTA/CROSS,11,INC, ,P,0, , ,ERLY OFF, , , , , ,DBL CUT,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.002
1019, , , , , , , , ,11,16,R,-45,1,10,12,DBL, ,F/S DELTA MAX DBL OSC [HOSS - STOP],DELTA/DBL OSC,81,C+, ,P,9, , ,DBL, , ,RUSH S,4, ,3 FZ,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.011
1020, , , , , , , , ,42,18,M,-2,3,10,12,DOOR, ,F/S DELTA MAX X OSC,DELTA/DBL OSC,11,CGRT, ,P,7, , ,DBL, , ,UND,4,TON,4,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.042
1021, , , , , , , , ,17,16,R,-25,1,10,12,DOOR, ,DELTA MAX DBL OSC,DELTA/DBL OSC,11,C, ,P,5, , ,DBL, , , , , ,4,MICHIGAN ST,RICHMOND,23 0185 09-09-2023 VARI D @ MIST.017
1022, , , , , , , , ,25,14,R,-22,2,10,12,DBL F/S DELTA MAX, ,DBL STOP,DELTA/DBL STOP,11,INC, ,P,0, , ,DBL, , ,UND G,4, ,3 FLD CLD,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.025
1023, , , , , , , , ,8,14,R,-31,2,6,11,(NITRO) DEUCE, ,X DEPOT,DELTA/DEPOT,11,CGRT+++2, ,P,37, , ,DEUCE, , ,BEAR S 2,4,STRONG,6,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.008
1024, , , , , , , , ,2,14,R,-25,2,8,12,NITRO (DEUCE), ,DELTA Z DEPOT,DELTA/DEPOT,5,CGRT+++2, ,P,27, , ,DEUCE, , ,UND G, , ,4 MAN,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.002
1026, , , , , , , , ,14,16,M,-25,1,10,HVY TREY,SLD, ,F/S DELTA DBL CBK STUTTER,DELTA/F/S/DBL CBK/STUTTER,17,INC, ,P,0, , ,TRP, , ,OVR G S,4,RUN,6,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.014
1027, , , , , , , , ,35,14,L,-25,1,10,11,FLY LT,FLY,DELTA H PO Z TULSA,DELTA/H PO/TULSA,11,C++2, ,P,21, , ,ERLY OFF, , ,RUSH STK,4, ,6,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.035
1028, , , , , , , , ,30,14, ,16,1,10,12,DEUCE, ,DELTA MAX DBL STUTTER,DELTA/MAX/DBL GO,11,CGRT, ,P,9, , , , , ,ODD, , ,2 MAN,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.030
1029, , , , , , , , ,50,14,L,-25,2,10,12,DEUCE, ,DELTA MAX DBL HOSS,DELTA/MAX/DBL HOSS,11,C, ,P,6, ,C,DEUCE,N, ,UG, , ,4,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.050
1030, , , , , , , , ,41,14, ,-38,2,8,12,SLD FL X ON, ,DELTA DBL HOSS,DELTA/MAX/DBL HOSS,11,SCR, ,P,2, , , , , ,SPLIT, , ,4 ROBBER,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.041
1031, , , , , , , , ,1,14, ,-36,0,10,12,DEUCE, ,DELTA MAX DBL OSC,DELTA/MAX/DBL OSC,11,C+++, ,P,14, ,C,DEUCE,N,CHOP,OGW, , ,4,BRYANT,RICHMOND,24 0993 10-26-2024 RIBT O vs VARI.001
1032, , , , , , , , ,51,14,R,-44,2,8,12,NITRO (DEUCE), ,DELTA MAX DBL OSC,DELTA/MAX/DBL OSC,1,C, ,P,6, ,C,DEUCE,N, ,UND G, , ,4 MAN,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.051
1033, , , , , , , , ,63,14,L,-35,0,10,11,ERLY OFF BCH, ,DELTA MAX DBL OSC,DELTA/MAX/DBL OSC,11,CGRT, ,P,6, , , , , ,OVR, , ,3 WK,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.063
1034, , , , , , , , ,50,14,R,-24,0,10,12,LATE OFF BCH, ,DELTA MAX DBL OSC,DELTA/MAX/DBL OSC,11,C, ,P,5, , , , , ,OVR G, , ,3 WK,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.050
1035, , , , , , , , ,64,14,R,-41,2,4,11,LATE OFF BCH, ,DELTA MAX DBL OSC,DELTA/MAX/DBL OSC,11,INC, ,P,0, , , , , ,SPLIT, , ,3 WK,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.064
1036, , , , , , , , ,33,14,L,49,1,10,12,ERLY OFF BCH, ,DELTA MAX Z PO,DELTA/MAX/PO,1,INC, ,P,0, , , , , ,OVR G, , ,3 WK,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.033
1037, , , , , , , , ,28,14,L,-46,1,10,12,ERLY OFF BCH PIST DELTA MAX, ,Z PO X STOP,DELTA/POST,11,DPI, ,P,15, , ,BCH 3X1, , , ,4, ,6,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.028
1038, , , , , , , , ,32,14,L,38,1,10,11,PLN,X FLY,DELTA SAME H DEPOT,DELTA/SAME/DEPOT,11,SCR, ,P,8, ,SCR,PLN,N, ,OVR G WIDE, , ,4,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.032
1039, , , , , , , , ,39,14,R,8,3,4,11,IN RT, ,DELTA SHARK STIR,DELTA/SHARK STIR,1,INC, ,P,3, , , , , ,OVR TITE 9, , ,3 WK,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.039
1040, , , , , , , , ,57,14,R,5,3,5,11,AIR OFF,X FLY,DELTA SHARK STIR,DELTA/SHARK STIR,11,INC, ,P,0, , , , , ,OVR G,4,NOT,4,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.057
1041, , , , , , , , ,9,14, ,12,1,10,12,SLD FL X ON, ,BLUE SLAM BOLT,DELTA/SLAM/BOLT,5,CGRT+, ,P,11, , , , , ,OVR G, , ,3 CHOP,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.009
1042, , , , , , , , ,16,16,R,8,2,6,THICK,DOOR OFF FL, ,DELTA Z SLAM BOLT,DELTA/SLAM/BOLT,5,INC, ,P,0, , , , ,SAW (SW),OVR 61,6, ,0 SY,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.016
1044, , , , , , , , ,31,16,M,10,2,7,12,DBL OFF FLO, ,DELTA X SLAM BOLT,DELTA/SLAM/BOLT,5,INC, ,P,0, , ,DBL OFF FLO, , ,OVR STK,4, ,4,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.031
1045, , , , , , , , ,45,14,R,22,1,10,12,(NITRO) DEUCE, ,DELTA STUTTER,DELTA/STUTTER,81,D, ,P,0, , ,DEUCE, ,MB,CUB 2,4, ,3 WK FZ,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.045
1047, , , , , , , , ,12,16,R,-31,1,10,12,SLD FL X ON, ,DELTA Z TULSA,DELTA/TULSA,11,C+, ,P,11, , ,UNBL, ,SC,OVR,5, ,3 ZD,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.012
1048, , , , , , , , ,13,16,L,35,1,10,11,RAKE Y ON, ,DELTA TULSA,DELTA/TULSA,16,SACK, ,P,-3, , ,UNBL, , , , , ,4,MICHIGAN ST,RICHMOND,23 0185 09-09-2023 VARI D @ MIST.013
1049, , , , , , , , ,50,16,R,21,2,9,12,DBL OFF FLO, ,DELTA H WHL,DELTA/WHL,87,INC, ,P,0, , ,DBL OFF FLO, , ,RUSH,5,NEAR E LOOP,1,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.050
1050, , , , , , , , ,38,14,L,-33,1,10,12,(NITRO)DEUCE, ,X DEPOT,DEPOT,81,INC, ,P,0, , ,DEUCE, ,BS3,BEAR 2,5, ,3 SPEAR,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.038
1051, , , , , , , , ,17,16,R,39,2,4,10,LATE FLX, ,64 DODGER H SLAM,DODGER/SLAM,4,CGRT++2, ,P,39, , ,ERLY FLX, , ,RUSH M,5,RUN,6,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.017
1052, , , , , , , , ,41,16,R,39,3,9,11,LATE FLX, ,64 DODGER H SLAM,DODGER/SLAM,11,C+++2, ,P,39, , ,ERLY FLX, , , , , ,0,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.041
1053, , , , , , , , ,43,14, ,-30,0,10,10,LATE FLX, ,64 DODGER Y SLAM,DODGER/SLAM,1,SACK, ,P,0, , , , , ,ODD, , ,2 ROBBER,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.043
1054, , , , , , , , ,46,16,L,-28,3,9,11,ERLY FLX, ,65 DODGER H SLAM,DODGER/SLAM,4,DEF PEN, ,P,0, , ,ERLY FLX, , ,SPLIT,4, ,11,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.048
1055, , , , , , , , ,14,16,R,-12,3,10,11,LATE FLX, ,64 DODGER H SLAM,DODGER/SLAM,11,INC, ,P,0, , ,ERLY FLX, ,R3,ODD ALL SHOW,4,WM DROP,11,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.015
1056, , , , , , , , ,20,14,R,15,2,15,11,LATE FLX, ,64 DODGER H SLAM,DODGER/SLAM,11,INC, ,P,0, , , , , ,UND TITE, , ,3 STR,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.020
1057, , , , , , , , ,15,16,L,38,3,13,10,ERLY FLX, ,65 DODGER Y,DODGER/Y,3,C, ,P,6, , ,ERLY FLX, , , , , ,2 MAN,MICHIGAN ST,RICHMOND,23 0185 09-09-2023 VARI D @ MIST.015
1058, , , , , , , , ,17,16,L,-28,3,7,11,TRK FLX, ,65 DODGER H,DODGER/Y,26,CGRT, ,P,6, , ,TRK FLX, , ,ODD STK,3, ,2 TAMPA,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.018
1059, , , , , , , , ,64,14,L,46,3,7,21,TRK FLX, ,65 DODGER H,DODGER/Y,11,C, ,P,5, , ,TRK FLX, , , ,4, ,6 CONE,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.064
1060, , , , , , , , ,46,14,R,19,3,8,11,LATE FLX, ,64 DODGER Y,DODGER/Y,11,INC, ,P,0, , , , , ,UND G, , ,0,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.046
1061, , , , , , , , ,8,14, ,-48,3,10,11,LATE FLX, ,64 DODGER Y BITE,DODGER/Y/BITE,11,CGRT++2, ,P,40, , , , , ,SPLIT, , ,1,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.008
1062, , , , , , , , ,59,14,R,29,3,10,11,LATE FLX, ,64 DODGER Y BITE,DODGER/Y/BITE,87,CGRT+++, ,P,15, , , , , ,BEAR, , ,1,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.059
1063, , , , , , , , ,3,16,R,-31,3,9,11,LATE FLX, ,64 DODGER Y BITE,DODGER/Y/BITE,11,C, ,P,6, , ,ERLY FLX, , , , , ,2 TAMPA,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.003
