 , ,S1,S2,S3,S4,V,L,PRAC DRILL,PLAY #,QB,HASH,FPOS,DN,DIST,PERSON,OFF FORM,MOTION,OFF PLAY,OVO CONCEPT,JERSEY #,OVO RESULT,PLAY CALL,R/P,GAIN,REC#,PLAY RESULT,FORM FAM,FIB,BLITZ,FRONT,RUSHERS,STUNT,COVERAGE,DFE TEAM,OFF TEAM,TAPE LABELS
841, , , , , , , , ,50,16,R,38,2,8,11,TEMPO, ,BAYSIDE RT,BAYSIDE,16,R, ,R,8, , ,PLN FLX, , ,UND G,4, ,11,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.052
842, , , , , , , , ,52,16,L,20,1,10,11,TEMPO, ,BAYSIDE RT,BAYSIDE,8,R, ,R,4, , ,PLN FLX, , ,OVR,4, ,11,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.054
843, , , , , , , , ,39,14,R,-41,2,5,11,TEMPO, ,BAYSIDE LT,BAYSIDE,9,R, ,R,3, ,C,PLN FLX,N, ,HEADS W, , ,1,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.039
845, , , , , , , , ,2,16,L,37,1,10,12,TEMPO, ,BAYSIDE LT,BAYSIDE,2,R, ,R,2, , ,PLN FLX, , ,OVR,4, ,4,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.002
846, , , , , , , , ,62,14,L,49,1,10,11,LATE OFF, ,22 BULL,BEAR/BULL/22/23,83,C, ,P,5, , ,ERLY OFF, , , ,4, ,4 POACH,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.062
847, , , , , , , , ,27,14,R,-31,2,11,11,LATE OFF, ,22 BULL,BEAR/BULL/22/23,26,INC, ,P,0, , ,ERLY OFF, , ,OVR G,4,WEAK,1,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.027
848, , , , , , , , ,39, , , , , ,11,ERLY OFF, ,23 BEAR,BEAR/BULL/22/23, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.039
849, , , , , , , , ,59,14,L,-45,1,10,11,ERLY OFF,Y MV,BEAR 25 SHOW,BEAR/BULL/24/25/SHOW,4,C+++2, ,P,32, , ,ERLY OFF, , ,OVR G, , ,4,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.059
850, , , , , , , , ,48,14,L,-26,2,6,11,LATE OFF BCH, ,BEAR GH Z CBK,BEAR/BULL/GH/CBK,3,CGRT, ,P,7, , ,BCH 3X1 OFF,X, ,OVR, , ,11,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.048
851, , , , , , , , ,49,14,L,35,4,4,11,TEMPO, ,NITRO (LATE OFF BCH) BEAR GH Z CBK,BEAR/BULL/GH/CBK,5,INC, ,P,0, , ,BCH 3X1 OFF,X,OVR G 9, , ,3 WK, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.049
852, , , , , , , , ,34,16,L,-25,0,10,12,TRP,H MV,BEAR SLIDE Z BURST,BEAR/BULL/SLIDE/BURST,6,DTARGETING, ,P,0, ,C,TRP,N, ,BEAR, , ,2 ZD,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.034
853, , , , , , , , ,2,14, ,-25,2,10,11,NITRO (LATE OFF BCH), ,BEAR SLIDE Z CBK,BEAR/BULL/SLIDE/CBK,11,INC, ,P,0, , , , , ,RUSH, , ,6 FLD,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.002
854, , , , , , , , ,49,14,L,-25,0,10,12,DEUCE, ,BEAR SLIDE FLAT,BEAR/BULL/SLIDE/FLAT,6,D, ,P,0, ,C,DEUCE,N, ,UD, , ,3 STR,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.049
855, , , , , , , , ,26,16,L,17,1,10,11,ERLY OFF,Y MV,BEAR SLIDE LINC,BEAR/BULL/SLIDE/LINC,4,CGRT++, ,P,14, , ,ERLY OFF, , ,OVR G,4, ,11,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.026
856, , , , , , , , ,29,14,L,-31,0,10,11,ERLY OFF, ,BEAR SLIDE LINC,BEAR/BULL/SLIDE/LINC,6,INC, ,P,0, ,I,ERLY OFF,N, ,OVER, ,BND PIRATE,3 STR,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.029
857, , , , , , , , ,49, , , , , ,11,AIR,Z FLY,BEAR SLIDE LINC,BEAR/BULL/SLIDE/LINC, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.049
858, , , , , , , , ,71, , , , , ,11,PLN FLX,X FLY,BEAR SLIDE LINC,BEAR/BULL/SLIDE/LINC, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.071
859, , , , , , , , ,8, , , , , ,11,PLN OFF,H QK,BEAR T SLIDE,BEAR/BULL/T SLIDE, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.008
860, , , , , , , , ,10,14,R,27,2,8,HCKY,TEMPO, ,BERMUDA,BERMUDA,6,C+, ,S,12, , ,EMPTY, ,OVR G 9 SLIDE, , ,3 WK, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.010
861, , , , , , , , ,39,16,L,41,1,10,11,TEMPO, ,BEYONCE RT,BEYONCE,16,R, ,R,15, , ,EMPTY, , ,RUSH,4, ,3 BUZZ,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.039
862, , , , , , , ,4 RIP,59,16,L,-42,2,5,11,TEMPO, ,BEYONCE RT,BEYONCE,16,R+, ,R,13, , ,EMPTY,N, ,E3, , ,3 CLD,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.059
863, , , , , , , , ,14,16,R,24,1,10,11,TEMPO, ,BEYONCE LT,BEYONCE,2,DEF PEN, ,R,12, , , , ,GUT X (MW),UND G,6, ,4,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.014
864, , , , , , , , ,23,16,L,15,2,10,11,TEMPO, ,BEYONCE,BEYONCE,11,CGRT, ,P,9, , ,EMPTY, , , , , ,6 FLD POACH,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.023
866, , , , , , , , ,25,16,M,-49,2,20,11,TEMPO, ,BEYONCE LT,BEYONCE,4,C+, ,P,8, , ,EMPTY, , ,OVR G,3,SLANT E DROP,4,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.025
867, , , , , , , , ,53,16,R,-45,1,10,11,TEMPO, ,BEYONCE LT,BEYONCE,16,R, ,R,8, , ,EMPTY, , ,UND G MWO,4, ,4 CONE,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.053
868, , , , , , , , ,37,14,M,37,1,10,11,TEMPO, ,BEYONCE LT,BEYONCE,4,C+, ,P,7, , ,EMPTY, , ,UND G,4,TON,4,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.037
869, , , , , , , , ,57,14, ,34,3,5,11,TEMPO, ,BEYONCE RT,BEYONCE,14,R, ,R,7, , , , , ,SPLIT, , ,0 HOLE,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.057
870, , , , , , , , ,16,16,L,45,1,10,10,TEMPO, ,BEYONCE RT,BEYONCE,3,CGRT+, ,P,6, , ,EMPTY, , ,ODD SH,3, ,2 TAMPA,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.016
871, , , , , , , , ,49,16,L,-14,2,5,11,TEMPO, ,BEYONCE RT,BEYONCE,3,C+, ,P,5, , ,EMPTY, , ,UND G EO, , ,4 POACH,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.049
872, , , , , , , , ,36,16,L,-23,2,7,11,TEMPO, ,BEYONCE RT,BEYONCE,16,R, ,R,5, , ,EMPTY, ,WA,OVR G MO,5, , ,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.036
873, , , , , , , , ,5,16,R,9,2,3,11,TEMPO, ,BEYONCE LT,BEYONCE,16,R, ,R,5, , ,EMPTY, , ,UND G,4, ,6 CONE,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.005
874, , , , , , , , ,6,16,R,40,1,25,11,TEMPO, ,BEYONCE LT,BEYONCE,13,C, ,P,4, , ,EMPTY, , ,UND G EO, , ,6 FLD,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.006
875, , , , , , , , ,27,16,L,28,2,7,11,TEMPO, ,BEYONCE RT,BEYONCE,2,C, ,P,3, , ,EMPTY, , ,UND G,4, ,4,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.029
876, , , , , , , , ,70,14,L,43,1,10,11,TEMPO, ,BEYONCE RT,BEYONCE,3,CGRT, ,P,3, , , , , ,UND G MO,4,TEXAS ER,3 STR,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.070
877, , , , , , , , ,67,16,R,41,3,9,11,TEMPO, ,BEYONCE LT,BEYONCE,16,R, ,R,3, , ,EMPTY, , ,SPLIT,4,TON,1 SPY,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.067
878, , , , , , , , ,45,14,R,-37,2,10,11,TEMPO, ,BEYONCE LT,BEYONCE,14,R, ,R,2, , ,EMPTY, , ,OVR MWO?,4,TEXAS TN DELAY,4 CONE,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.045
879, , , , , , , , ,52,16,L,8,1,8,10,TEMPO, ,BEYONCE RT,BEYONCE,16,R, ,R,2, , ,EMPTY, , ,RUSH,4, ,6,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.052
880, , , , , , , , ,62,16,L,37,2,2,11,TEMPO, ,BEYONCE RT,BEYONCE,16,R, ,P,1, , ,EMPTY, , , , ,R DROP,6 FLD,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.062
881, , , , , , , , ,26,16,R,14,1,10,11,TEMPO, ,BEYONCE LT,BEYONCE,13,D, ,P,0, , ,EMPTY, , ,UND G, , ,4 CONE,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.026
882, , , , , , , , ,75,14,R,15,1,10,10,TEMPO, ,BEYONCE LT,BEYONCE,13,D, ,P,0, , , , , ,UND G MOB,4, ,3 STR,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.075
884, , , , , , , , ,35,16,R,35,2,7,11,TEMPO, ,BEYONCE LT,BEYONCE,3,CGRT, ,P,-2, , ,EMPTY, ,MA W2,OVR,6, ,0,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.035
885, , , , , , , , ,18, , , , , ,11,TEMPO, ,BEYONCE,BEYONCE, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.018
886, , , , , , , , ,57, , , , , ,11,TEMPO, ,BEYONCE,BEYONCE, , , ,R, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.057
887, , , , , , , , ,54,16,R,47,2,2,11,TEMPO, ,BILL,BILL/MARY,2,R, ,R,9, , ,UNBL, , ,OVR G MO,4, ,3 BUZZ,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.054
888, , , , , , , , ,43,14,R,33,1,10,11,TEMPO, ,BILL,BILL/MARY,2,R, ,R,6, , ,RAKE, , ,OVR G MO,4, ,4 POACH,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.043
889, , , , , , , , ,21,16,R,-36,2,7,11,TEMPO, ,BILL,BILL/MARY,1,R, ,R,5, , ,UNBL, , ,RUSH,3,EAT,2,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.021
890, , , , , , , , ,30,14,R,20,4,2,11,TEMPO, ,BLADE,BLADE/RAZOR,1,C, ,P,5, , ,PLN FLX, , ,HEADS, ,MIXER,4,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.030
891, , , , , , , , ,7,14,R,-43,3,3,12,TEMPO, ,BLADE RT,BLADE/RAZOR,87,SCR, ,P,5, ,SCR,PLN FLX,N, ,OVR G, , ,4,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.007
892, , , , , , , , ,57,14,R,33,4,2,11,TEMPO, ,BLADE RT,BLADE/RAZOR,11,SACK, ,P,-6, , , , , ,RUSH, , ,4 CONE +,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.057
893, , , , , , , , ,29,14,R,-29,2,4,21,TEMPO, ,BLAZE RT,BLAZE,5,CGRT++, ,P,15, , ,EMPTY, , ,CUB RO W SHOW,3, ,6 FLD ROBBER,HAMPTON,RICHMOND,23 0565 09-30-2023 VAHI O @ VARI.029
894, , , , , , , , ,38,14,R,18,1,10,11,TEMPO, ,BLAZE RT,BLAZE,2,INC, ,P,0, , ,EMPTY, , ,CUB ALL SHOW,3,ALL DROP,6 FLD ROBBER,HAMPTON,RICHMOND,23 0565 09-30-2023 VAHI O @ VARI.038
895, , , , , , , , ,6,14,L,-36,1,10,11,TEMPO, ,BLAZE RT,BLAZE,14,SACK, ,P,-1, , ,EMPTY, ,SC,RUSH FIELD,5,PIRATE R LOOP,0 HOLE,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.006
896, , , , , , , , ,56, , , , , ,ALL,TEMPO, ,BLAZE RT,BLAZE, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.056
897, , , , , , , , ,65, , , , , ,ALL,TEMPO, ,BLAZE RT,BLAZE, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.065
898, , , , , , , , ,66, , , , , ,ALL,TEMPO, ,BLAZE RT,BLAZE, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.066
899, , , , , , , , ,69, , , , , ,ALL,TEMPO, ,BLAZE RT,BLAZE, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.069
900, , , , , , , , ,42,14,L,-17,1,10,12,SLD, ,RED DBL HOSS,BLUE/RED/DBL HOSS,4,CGRT, ,P,9, , , , , ,ODD, , ,4,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.042
901, , , , , , , , ,1,14,R,-20,1,10,11,PLN OFF, ,RED DBL HOSS,BLUE/RED/DBL HOSS,1,C, ,P,6, , ,PLN OFF,X,UND, , ,4, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.001
902, , , , , , , , ,52,14,R,33,5,2,11,PLN OFF, ,RED DBL HOSS,BLUE/RED/DBL HOSS,1,C, ,P,6, , ,PLN OFF,X,M@B,UND, , ,3 WK FZ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.052
903, , , , , , , , ,53,14,R,27,1,10,11,PLN OFF, ,RED DBL HOSS,BLUE/RED/DBL HOSS,5,C, ,P,6, , ,PLN OFF, ,UND, ,0,6, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.053
904, , , , , , , , ,41,14,R,-6,2,8,12,TRP, ,BLUE DBL OSC,BLUE/RED/DBL OSC,11,C+, ,P,11, , , , , ,RUSH, , , ,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.041
905, , , , , , , , ,6,14,R,-45,2,6,12,TRP, ,BLUE DBL OSC,BLUE/RED/DBL OSC,11,C, ,P,4, , , , , ,RUSH M, , ,0,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.006
906, , , , , , , , ,7,14,L,28,2,11,12,TRP FLO, ,BLUE X PO,BLUE/RED/PO,1,CGRT, ,P,10, , , , , ,BEAR 9, , ,3 STR,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.007
907, , , , , , , , ,37,14,R,14,1,10,12,SLD FL X ON, ,RED SLAM BOLT,BLUE/RED/SLAM/BOLT,1,INC, ,P,0, , , , , ,UND TITS W, , ,3 WK,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.037
908, , , , , , , , ,29,16,R,6,2,6,11,AIR FL,T LT,51 BOLT Y CRNR,BOLT/CRNR,5,INC, ,P,0, ,I,PLN FLO,N, ,OVER G 4i, ,R DROP,MATCH,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.029
909, , , , , , , , ,72, , , , , , , , , ,BOSTON, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.072
911, , , , , , , , ,8,16,M,-24,2,10,11,TEMPO, ,BRANCH,BRANCH,2,C+++2, ,P,20, , ,EMPTY, ,MA W2,OVR,6, ,0,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.008
912, , , , , , , , ,39,14,L,-22,2,9,HCKY,TEMPO, ,BRANCH,BRANCH,6,C+, ,P,13, ,C,EMPTY,N, ,OVER, , ,3 BUZZ,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.039
913, , , , , , , , ,23,16,L,43,3,2,11,TEMPO, ,BRANCH,BRANCH,1,CGRT, ,P,7, , ,EMPTY, , ,RUSH,3,GAPS,3 STR,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.023
914, , , , , , , , ,31,16,L,36,2,3,10,TEMPO, ,BRANCH,BRANCH,2,C, ,P,5, , ,EMPTY, , ,RUSH,3, ,3 BUZZ,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.031
915, , , , , , , , ,24,14, ,-21,2,9,11,PLN FLX, ,+66 X BUNKER Z OBOE WHL,BUNKER/OBOE/WHL,11,CGRT+++, ,P,16, ,C,PLN FLX,N, ,ODD 4I, ,BER,3,BRYANT,RICHMOND,24 0993 10-26-2024 RIBT O vs VARI.024
916, , , , , , , , ,56,16,L,-27,2,8,11,AIR FLX, ,+67 Z BUNKER X OBOE WHL,BUNKER/OBOE/WHL,1,C+, ,P,6, ,C,PLN FLX,N, ,OGW, ,TT,3 FLD CLD FZ,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.056
917, , , , , , , , ,25,14,R,-19,2,15,11,PLN FLX, ,+66 Z BUNKER X OBOE WHL,BUNKER/OBOE/WHL,5,C+, ,P,6, , , , , ,SPLIT, , ,2,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.025
918, , , , , , , , ,58,14,R,5,4,5,12,TEMPO, ,BURRITO LT,BURRITO,14,SACKBOG, ,P,-8, , , , , ,OVR G 9,3, ,4 POACH,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.058
919, , , , , , , , ,15,18,L,42,3,12,11,ERLY FLX, ,68 BUTCHER X GO,BUTCHER/GO,17,INC, ,P,0, , ,ERLY FLX, ,BD DOG (WR),CUB STK 4,5, ,1,HAMPTON,RICHMOND,23 0565 09-30-2023 VAHI O @ VARI.015
920, , , , , , , , ,70,14,R,-13,3,9,10,LATE FLX, ,69 BUTCHER Z STUTTER,BUTCHER/GO,81,INT, ,P,0, , ,ERLY FLX, , , ,4, ,6,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.070
921, , , , , , , , ,37,14,R,3,1,3,11,TEMPO, ,CALGARY,CALGARY/RODEO,8,R, ,R,2, , , , , ,SPLIT, , ,0 SY,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.037
922, , , , , , , , ,4,16,R,-36,1,10,11,TEMPO, ,CALGARY,CALGARY/RODEO,38,R, ,R,2, , ,BCH 3X1,N, ,OVER G WINK, ,SHIFT,31 WK,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.004
923, , , , , , , , ,20,16,R,41,1,10,11,TEMPO, ,CALGARY,CALGARY/RODEO,4,OFFHOLDING, ,P,0, ,C,BCH 3X1,N, ,UNDER G WINK, , ,31 WK,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.020
924, , , , , , , , ,55, , , , , ,ALL,TEMPO, ,RODEO,CALGARY/RODEO, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.055
925, , , , , , , , ,36,14,R,9,2,8,11,TEMPO, ,CALGARY,CALGARY/RODEO,4,C+, ,S,6, , ,BCH 3X1, ,UND, , ,6, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.036
926, , , , , , , , ,4,14,R,-26,1,10,21,TEMPO, ,CALGARY,CALGARY/RODEO,2,C, ,P,7, , ,BCH 3X1, , ,UND G,4, ,3 ZD,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.004
927, , , , , , , , ,50,16,L,-35,1,10,11,TEMPO, ,RODEO,CALGARY/RODEO,2,R, ,R,5, , ,BCH 3X1, ,S@B,SPLIT,5, ,2,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.050
928, , , , , , , , ,51,16,L,-40,2,5,11,TEMPO, ,RODEO,CALGARY/RODEO,4,C, ,P,4, , ,BCH 3X1, , ,UND,4, ,3 BUZZ,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.051
929, , , , , , , , ,12,16,R,2,1,2,11,TEMPO, ,CALGARY,CALGARY/RODEO,3,C++2, ,P,2, , ,BCH 3X1, , ,UND ALL SHOW,6, ,MATCH,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.012
930, , , , , , , , ,26,14,L,-36,2,5,11,TEMPO, ,RODEO,CALGARY/RODEO,4,C+, ,P,1, , ,BCH 3X1, , ,CUB STK MO,3, ,2 ROBBER,HAMPTON,RICHMOND,23 0565 09-30-2023 VAHI O @ VARI.026
931, , , , , , , , ,35,14,L,-31,2,4,10,TEMPO, ,RODEO,CALGARY/RODEO,8,R, ,R,1, , ,BCH 3X1, , ,UND G,4, ,4,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.035
932, , , , , , , , ,6,16,L,-38,1,10,11,TEMPO, ,RODEO,CALGARY/RODEO,38,R, ,R,1, , ,BCH 3X1, , ,UND SLIDE, , ,3 SPEAR,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.006
933, , , , , , , , ,30,14,L,-44,1,10,21,TEMPO, ,RODEO,CALGARY/RODEO,2,C, ,P,-3, , ,BCH 3X1, , ,CUB STK,3, ,2 ROBBER,HAMPTON,RICHMOND,23 0565 09-30-2023 VAHI O @ VARI.030
934, , , , , , , , ,20, , , , , ,ALL,TEMPO, ,CALGARY/RODEO,CALGARY/RODEO, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.020
935, , , , , , , , ,43,14,R,-25,1,10,12,SLD,X FLY,CAMO RT,CAMO,14,SCR, ,P,2, , ,TRP, , ,BEAR 2,4,RUN E LOOP,11,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.043
936, , , , , , , , ,6,14,R,-42,0,10,11,IN RT, ,CAMO RT,CAMO,4,D, ,P,0, , ,PLN OFF, , ,OVR G, , ,CHANGE,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.006
937, , , , , , , , ,54, , , , , ,11,IN LT PIST, ,CAMO LT,CAMO, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.054
938, , , , , , , , ,5,14,L,36,2,6,12,TRP,Z ORB,Y CAMO LT,CAMO,6,SCR, ,P,3, , ,TRP, , ,RUSH, , ,6 CHOP,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.005
939, , , , , , , , ,9,14,M,-48,2,10,12,SLD,X MV,221 STAY H CAMO,CAMO/220/221/STAY,6,INC, ,P,0, ,I,TRP,Y, ,UND G, , ,4,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.009
940, , , , , , , , ,28,12,L,2,1,2,BULKY,TEMPO, ,CAVALIER RT,CAVALIER,12,SACK, ,P,-1, , ,SLD, ,SB,BEAR 2 INT,6, ,0 SY,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.028
941, , , , , , , , ,72,14,R,13,2,10,12,DBL, ,CENTER LT,CENTER,14,R, ,R,-2, , , , , ,OVR, , ,0,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.072
942, , , , , , , , ,63,16,L,36,3,1,11,DOOR, ,CHEESE,CHEESE,16,R, ,R,4, , ,DBL,N, ,61, , ,0 SY,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.063
943, , , , , , , , ,10,16,L,-2,0,10,11,TEMPO, ,GREEN 0 / CHEESE,CHEESE,16,R, ,R,3, , ,QB SNEAK, , ,OVR S STK,5, ,3 STR,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.011
944, , , , , , , , ,12,16,R,-49,2,1,12,DOOR, ,CHEESE,CHEESE,16,R, ,R,2, , ,DBL, , , , , ,23,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.012
945, , , , , , , , ,50,16,R,-41,3,1,11,TEMPO, ,CHEESE,CHEESE,16,R, ,P,2, , ,DBL, , ,BEAR, , , ,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.050
946, , , , , , , , ,9,16,R,-38,3,1,12,DOOR, ,CHEESE,CHEESE,16,R, ,R,2, , ,DBL, , , , , ,0 SY,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.009
947, , , , , , , , ,18,16,L,-34,4,1,SEALS,TEMPO, ,CHEESE,CHEESE,16,R, ,R,2, , ,QB SNEAK, , ,BEAR 2,6, ,0 SY,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.019
948, , , , , , , , ,11,16,R,4,3,1,11,TEMPO, ,CHEESE,CHEESE,16,R, ,R,2, , ,QB SNEAK, , ,CHEESE,6, ,0 SY,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.011
949, , , , , , , , ,20,16,R,48,4,1,12,DOOR, ,CHEESE,CHEESE,16,R, ,R,2, , ,DBL, , ,BEAR, , , ,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.020
950, , , , , , , , ,31,16,L,49,3,1,12,TEMPO, ,CHEESE,CHEESE,16,R, ,R,2, , ,QB SNEAK, , ,CHEESE,4, ,4,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.031
951, , , , , , , , ,32,14,L,-1,0,10,12,DOOR, ,SUGAR (CHEESE),CHEESE,14,R, ,R,1, , , , , ,OVR G 9, , ,0 SY,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.032
952, , , , , , , , ,52,16,R,-44,3,1,12,TEMPO, ,CHEESE,CHEESE,16,R, ,R,1, , ,QB SNEAK, , ,CHEESE,6, ,3 STR,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.052
953, , , , , , , , ,17,16,R,1,2,1,12,DOOR, ,CHEESE,CHEESE,16,R, ,R,1, , ,DBL, , , , , ,0 SY,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.017
